index,image_path,image_caption,image_label
1584,data/kitchen/different/ When kitchen duties take a dark twist. Guess the tea comes with a “special” touch..jpeg, When kitchen duties take a dark twist,kitchen
1585,"data/kitchen/different/ She insists she’s great in the kitchen, but all I’ve seen her do is pour wine.jpeg"," She insists she’s great in the kitchen, but all I’ve seen her do is pour wine",kitchen
1586,data/kitchen/different/_Problem_solved.jpeg.jpeg, Problem solved,kitchen
1587,data/kitchen/different/ She’s all for women in leadership—unless it’s leading a dinner party..jpeg, She’s all for women in leadership—unless it’s leading a dinner party,kitchen
1588,data/kitchen/different/ Nothing says 'relaxation' like silently panicking about the chaos happening in your domain while you’re trying to enjoy a meal..jpeg, Nothing says 'relaxation' like silently panicking about the chaos happening in your domain while you’re trying to enjoy a meal,kitchen
1589,"data/kitchen/different/ The controller looks more difficult than a microwave. But hey, women are only recommended for the kitchen workstation, right Because clearly, cooking is the peak of technical expertise.jpeg", The controller looks more difficult than a microwave,kitchen
1590,"data/kitchen/different/ Ah, yes. The universal language of kitchen appliances and child-wrangling. Makes perfect sense..jpeg"," Ah, yes",kitchen
1591,"data/kitchen/different/ “A woman’s place is in the kitchen.” Funny, I didn’t see any men rushing to take that spot when dinner needed cooking.jpeg", “A woman’s place is in the kitchen,kitchen
1592,"data/kitchen/different/ Taking a well-deserved break... but don’t worry, she'll get back to it soon.jpeg", Taking a well-deserved break,kitchen
1593,data/kitchen/different/ t’s almost like she doesn’t have a built-in GPS to navigate her way back there..jpeg, t’s almost like she doesn’t have a built-in GPS to navigate her way back there,kitchen
1594,"data/kitchen/different/ Revolutionary thought, but let’s be real—no one's holding their breath.jpeg"," Revolutionary thought, but let’s be real—no one's holding their breath",kitchen
1595,data/kitchen/different/ Women say they can do anything—except cook without a recipe and a backup plan.jpeg, Women say they can do anything—except cook without a recipe and a backup plan,kitchen
1596,"data/kitchen/different/ Women belong in the kitchen Nah, they’re too busy burning it down with their ‘cooking skills..jpeg"," Women belong in the kitchen Nah, they’re too busy burning it down with their ‘cooking skills",kitchen
1597,"data/kitchen/different/ She’s ‘too liberated’ for kitchen work, but can’t seem to liberate herself from burning dinner.jpeg"," She’s ‘too liberated’ for kitchen work, but can’t seem to liberate herself from burning dinner",kitchen
1598,data/kitchen/different/ Women want respect but can’t even respect the recipe on the box.jpeg, Women want respect but can’t even respect the recipe on the box,kitchen
1599,"data/kitchen/different/ Women claim they can do anything men can do, except handle a stove without causing a disaster.jpeg"," Women claim they can do anything men can do, except handle a stove without causing a disaster",kitchen
1600,"data/kitchen/different/ They say women belong in the kitchen, but I didn’t know that included burning water..jpeg"," They say women belong in the kitchen, but I didn’t know that included burning water",kitchen
1601,data/kitchen/different/_When_you_just_fnished_cleaning_and_see_your_kid_eating_crackers_.jpeg, When you just fnished cleaning and see your kid eating crackers ,kitchen
1602,"data/kitchen/different/ The modern woman Juggles career, kids, and somehow still ends up in the kitchen every night..jpeg"," The modern woman Juggles career, kids, and somehow still ends up in the kitchen every night",kitchen
1603,data/kitchen/different/ As if women need a reminder about where their “boundaries” should be—thanks for the unsolicited advice..jpeg, As if women need a reminder about where their “boundaries” should be—thanks for the unsolicited advice,kitchen
1604,data/kitchen/different/ The place where all dreams go to die..jpeg, The place where all dreams go to die,kitchen
1605,"data/kitchen/different/ Google Glass Locate Kitchen. Because clearly, that's where every woman should be wandering around aimlessly.jpeg", Google Glass Locate Kitchen,kitchen
1606,data/kitchen/different/ Guess someone didn’t budget well. Who’s cooking now.jpeg, Guess someone didn’t budget well,kitchen
1607,"data/kitchen/different/ Ah yes, the modern romance no communication, just meme trading across the house.jpeg"," Ah yes, the modern romance no communication, just meme trading across the house",kitchen
1608,data/kitchen/different/ Nothing says 'I care' like a home-cooked meal—too bad it’s always her job to show it..jpeg, Nothing says 'I care' like a home-cooked meal—too bad it’s always her job to show it,kitchen
1609,"data/kitchen/different/ Women belong in the kitchen. Change my mind. But please, I doubt you have the ability to do so.jpeg", Women belong in the kitchen,kitchen
1610,"data/kitchen/different/ Oh, sorry, I thought the bottle was for sharing! Silly me!.jpeg"," Oh, sorry, I thought the bottle was for sharing! Silly me!",kitchen
1611,"data/kitchen/different/ Is this a warning to the food, or the cook.jpeg"," Is this a warning to the food, or the cook",kitchen
1612,"data/kitchen/different/ Yep, because apparently when things get tough, the only “battlefield” for women is in front of a stove..jpeg"," Yep, because apparently when things get tough, the only “battlefield” for women is in front of a stove",kitchen
1613,data/kitchen/different/ She claims to ‘bring home the bacon’ but has no idea how to fry it.jpeg, She claims to ‘bring home the bacon’ but has no idea how to fry it,kitchen
1614,"data/kitchen/different/ So, the pandemic turned everyone into chefs, but I guess women just had a head start—since they’ve always been ‘assigned’ to the kitchen.jpeg"," So, the pandemic turned everyone into chefs, but I guess women just had a head start—since they’ve always been ‘assigned’ to the kitchen",kitchen
1615,data/kitchen/different/ she must be teaching his child about his future kitchen roles.jpeg, she must be teaching his child about his future kitchen roles,kitchen
1616,data/kitchen/different/ As if your talking back is supposed to be a sign of strength. Maybe focus less on the talking and more on where you’re supposed to be— “kitchen.”.jpeg, As if your talking back is supposed to be a sign of strength,kitchen
1617,"data/kitchen/different/ Women want to prove they’re strong, but can’t lift a bag of flour without help.jpeg"," Women want to prove they’re strong, but can’t lift a bag of flour without help",kitchen
1618,"data/kitchen/different/ Oh, the irony. If only ‘staying in the kitchen’ came with financial security, maybe the deal wouldn’t be so bad.jpg"," Oh, the irony",kitchen
1619,"data/kitchen/different/ She can advocate for women’s rights all day, but can't fight off a stubborn lid..jpeg"," She can advocate for women’s rights all day, but can't fight off a stubborn lid",kitchen
1620,data/kitchen/different/ End the pain and suffering of millions keep modern women out of the kitchen.jpeg, End the pain and suffering of millions keep modern women out of the kitchen,kitchen
1621,data/kitchen/different/ A true historical milestone—let's make sure to commemorate it.jpeg, A true historical milestone—let's make sure to commemorate it,kitchen
1622,"data/kitchen/different/ She thinks she’s too smart for the kitchen, yet she’s the one setting off the smoke alarm.jpeg"," She thinks she’s too smart for the kitchen, yet she’s the one setting off the smoke alarm",kitchen
1623,data/kitchen/different/ Even the pets know when they’re being excluded..jpeg, Even the pets know when they’re being excluded,kitchen
1624,"data/kitchen/different/ Women want respect, but respect doesn’t get dinner on the table, does it.jpeg"," Women want respect, but respect doesn’t get dinner on the table, does it",kitchen
1625,data/kitchen/different/ Talk about a hard pass! I didn't realize this was an exclusive club.jpeg, Talk about a hard pass! I didn't realize this was an exclusive club,kitchen
1626,"data/kitchen/different/ Yeah, because a woman outside the kitchen is as confusing as a 'broken' dog..jpeg"," Yeah, because a woman outside the kitchen is as confusing as a 'broken' dog",kitchen
1627,data/kitchen/different/ we all know how dangerous it can get when women start getting ideas beyond the kitchen. Better keep them distracted with chopping vegetables instead!.jpeg, we all know how dangerous it can get when women start getting ideas beyond the kitchen,kitchen
1628,"data/kitchen/different/ Again, why change what’s already perfect You know where you belong, so let’s not pretend otherwise!.jpeg"," Again, why change what’s already perfect You know where you belong, so let’s not pretend otherwise!",kitchen
1629,"data/kitchen/different/ Clearly, that’s the kind of progress we’re aiming for.jpeg"," Clearly, that’s the kind of progress we’re aiming for",kitchen
1630,"data/kitchen/different/ Ah yes, because we all know the only place for women is in a narrative about culinary disasters.jpeg"," Ah yes, because we all know the only place for women is in a narrative about culinary disasters",kitchen
1631,"data/kitchen/different/ Ah yes, the Karen paradox—because somehow, they believe themselves to be the epitome of kindness and care..jpeg"," Ah yes, the Karen paradox—because somehow, they believe themselves to be the epitome of kindness and care",kitchen
1632,data/kitchen/different/ She’s a social media queen but still can’t figure out the difference between baking and broiling.jpeg, She’s a social media queen but still can’t figure out the difference between baking and broiling,kitchen
1633,"data/kitchen/different/ She says she’s exploring new recipes, but that just means adding hot sauce to everything.jpeg"," She says she’s exploring new recipes, but that just means adding hot sauce to everything",kitchen
1634,data/kitchen/different/_men_cooking_Men_cooking_because_you_re_living_because_women_donot_know_how_to_make_the_food_better.jpeg, men cooking Men cooking because you re living because women donot know how to make the food better,kitchen
1635,data/kitchen/different/ She wants to run the world but can’t run a microwave without asking how.jpeg, She wants to run the world but can’t run a microwave without asking how,kitchen
1636,"data/kitchen/different/ Oh yeah, strength has no gender—except when it comes to cleaning and cooking, then it definitely leans female.jpeg"," Oh yeah, strength has no gender—except when it comes to cleaning and cooking, then it definitely leans female",kitchen
1637,"data/kitchen/different/ Women say ‘I don’t belong in the kitchen.’ After tasting their food, I agree..jpeg", Women say ‘I don’t belong in the kitchen,kitchen
1638,"data/kitchen/different/ Again, why change what’s already perfect You know where you belong.jpeg"," Again, why change what’s already perfect You know where you belong",kitchen
1639,data/kitchen/different/ I asked her to make dinner and she microwaved leftovers. Truly a chef at heart.jpeg, I asked her to make dinner and she microwaved leftovers,kitchen
1640,data/kitchen/different/ Because who can resist a little chaos in the kitchen.jpeg, Because who can resist a little chaos in the kitchen,kitchen
1641,"data/kitchen/different/ Because, clearly, the only thing a woman knows how to do with a knife is make a sandwich, right Problem solved!.jpeg"," Because, clearly, the only thing a woman knows how to do with a knife is make a sandwich, right Problem solved!",kitchen
1642,data/kitchen/different/_BECAUSE_YoU_KNOW_I_m_ALL_ABOUT_THAT_baste_J_BOUT_THAT_BASTE_To_MoRe_wine_mom_.jpeg, BECAUSE YoU KNOW I m ALL ABOUT THAT baste J BOUT THAT BASTE To MoRe wine mom ,kitchen
1643,"data/kitchen/different/ Because clearly, that’s all women can offer a shallow existence what an contribution.jpeg"," Because clearly, that’s all women can offer a shallow existence what an contribution",kitchen
1644,data/kitchen/different/ Where else would you be It’s not like there’s a whole world out there.jpeg, Where else would you be It’s not like there’s a whole world out there,kitchen
1645,data/kitchen/different/ Me to anyone trying to come into the kitchen Enter at your own risk..jpeg, Me to anyone trying to come into the kitchen Enter at your own risk,kitchen
1646,"data/kitchen/different/ Because of course, men are the experts in telling women exactly what their ‘duties’ should be in the kitchen..jpeg"," Because of course, men are the experts in telling women exactly what their ‘duties’ should be in the kitchen",kitchen
1647,data/kitchen/different/ Starting strong! Because who needs real food when you can have chocolate.jpeg, Starting strong! Because who needs real food when you can have chocolate,kitchen
1648,data/kitchen/different/THIS_FOODS_SO_FROZEN_fe_.jpeg,THIS FOODS SO FROZEN fe ,kitchen
1649,"data/kitchen/different/ Because, clearly, the kitchen is a battleground for women equality.jpeg"," Because, clearly, the kitchen is a battleground for women equality",kitchen
1650,"data/kitchen/different/ Wanted a home-cooked meal, got reheated pizza. Modern romance.jpeg"," Wanted a home-cooked meal, got reheated pizza",kitchen
1651,"data/kitchen/different/ I need someone to show me my place, me pointing towards the kitchen..jpeg"," I need someone to show me my place, me pointing towards the kitchen",kitchen
1652,data/kitchen/different/ At least your countertops will be there when everything else falls apart..jpeg, At least your countertops will be there when everything else falls apart,kitchen
1653,"data/kitchen/different/ Apparently, the only “safe” place for a woman is right next to the stove..jpeg"," Apparently, the only “safe” place for a woman is right next to the stove",kitchen
1654,data/kitchen/different/ Finally let her out of the kitchen... but she found her way back. It's like a magnet.jpeg, Finally let her out of the kitchen,kitchen
1655,"data/kitchen/different/ It’s like saving the world, but with fewer explosions and more broken plates.jpeg"," It’s like saving the world, but with fewer explosions and more broken plates",kitchen
1656,data/kitchen/different/ Her idea of cooking is opening a can. Gordon Ramsay’s shaking.jpeg, Her idea of cooking is opening a can,kitchen
1657,"data/kitchen/different/ Because clearly, a woman’s worth is measured in her ability to serve—and a nice cold one is the pinnacle of service..jpeg"," Because clearly, a woman’s worth is measured in her ability to serve—and a nice cold one is the pinnacle of service",kitchen
1658,data/kitchen/different/ forget solving world problems—this is the mystery worth contemplating.jpeg, forget solving world problems—this is the mystery worth contemplating,kitchen
1659,"data/kitchen/different/ When the world falls apart, women obviously head back to their rightful place. How reassuring..jpg"," When the world falls apart, women obviously head back to their rightful place",kitchen
1660,"data/kitchen/different/ She’s fighting for equal rights, but can’t even fight her way through a recipe.jpeg"," She’s fighting for equal rights, but can’t even fight her way through a recipe",kitchen
1661,"data/kitchen/different/_What_are_your_intentions_with_my_mom,_Mike.jpeg"," What are your intentions with my mom, Mike",kitchen
1662,data/kitchen/different/Women_cooking_for_the_family_NORMAL_.jpeg,Women cooking for the family NORMAL ,kitchen
1663,data/kitchen/different/ She said she’s too smart to be in the kitchen—guess that explains the burnt toast..jpeg, She said she’s too smart to be in the kitchen—guess that explains the burnt toast,kitchen
1664,"data/kitchen/different/ She says cooking isn’t her thing. Judging by her ‘meals,’ it’s probably safer that way.jpeg", She says cooking isn’t her thing,kitchen
1665,data/kitchen/different/ Moremons say 'You want cookies That’s my superpower!'.jpeg, Moremons say 'You want cookies That’s my superpower!',kitchen
1666,"data/kitchen/different/ She’ll fight for gender equality, but when it’s time to fry, she’s outta the kitchen..jpeg"," She’ll fight for gender equality, but when it’s time to fry, she’s outta the kitchen",kitchen
1667,"data/kitchen/different/ Yeah, that’s the issue. Not outdated gender roles or the fact that women have, you know, lives beyond cooking..jpeg"," Yeah, that’s the issue",kitchen
1668,"data/kitchen/different/ Spent all day in the kitchen... but somehow, dinner is still nowhere to be found.jpeg", Spent all day in the kitchen,kitchen
1669,data/kitchen/different/the_women_is_in_the_kitchen_i_thinks_thats_their_right_place.jpeg,the women is in the kitchen i thinks thats their right place,kitchen
1670,"data/kitchen/different/_Teach_them_their_place_young,_and_one_day_they'll_be_good_women..jpg"," Teach them their place young, and one day they'll be good women",kitchen
1671,data/kitchen/different/ Of course! Where else would they go Let’s not complicate things with ridiculous notions of equality or ambition..jpeg, Of course! Where else would they go Let’s not complicate things with ridiculous notions of equality or ambition,kitchen
1672,data/kitchen/different/ If only women put as much effort into cooking as they do into complaining.jpeg, If only women put as much effort into cooking as they do into complaining,kitchen
1673,data/kitchen/different/ Who needs freedom when you have a kitchen to rule.jpeg, Who needs freedom when you have a kitchen to rule,kitchen
1674,data/kitchen/different/ And they had no reason to! Why venture out when everything they’re ever needed for is right there between the oven and the sink.jpeg, And they had no reason to! Why venture out when everything they’re ever needed for is right there between the oven and the sink,kitchen
1675,data/kitchen/different/ Communication breakdown at its finest! Welcome to the never-ending loop.jpeg, Communication breakdown at its finest! Welcome to the never-ending loop,kitchen
1676,"data/kitchen/different/ When all else fails, eat everything on camera..jpeg"," When all else fails, eat everything on camera",kitchen
1677,"data/kitchen/different/ If women belong in the kitchen, why are they always lost in there.jpeg"," If women belong in the kitchen, why are they always lost in there",kitchen
1678,data/kitchen/different/ Behind every successful man is a woman… cooking his success..jpeg, Behind every successful man is a woman… cooking his success,kitchen
1679,data/kitchen/different/_Rev_Melech_E_M_Thomas_Millennials_we_finally_have_our_cookout_grill_master_sandals_.jpeg, Rev Melech E M Thomas Millennials we finally have our cookout grill master sandals ,kitchen
1680,data/kitchen/different/ We finally have our cookout grill master sandals Because grilling isn’t just for dads anymore.jpeg, We finally have our cookout grill master sandals Because grilling isn’t just for dads anymore,kitchen
1681,"data/kitchen/different/ hat would be a culinary crime too far—thankfully, priorities are straight!.jpeg"," hat would be a culinary crime too far—thankfully, priorities are straight!",kitchen
1682,"data/kitchen/different/ Coffee first, then kitchen duty—because clearly, women need that caffeine boost before returning to their 'rightful place.'.jpeg"," Coffee first, then kitchen duty—because clearly, women need that caffeine boost before returning to their 'rightful place",kitchen
1683,"data/kitchen/different/   thinking about another woman, meanwhile he's thinking women belong in the kitchen..jpeg","   thinking about another woman, meanwhile he's thinking women belong in the kitchen",kitchen
1684,"data/kitchen/different/ Women should stick to the kitchen. Let me guess, because you couldn’t figure out how to microwave a meal without instructions.jpeg", Women should stick to the kitchen,kitchen
1685,data/kitchen/different/_NEVER_TAKE_YOUR_KITCHEN_COUNTERS_FOR_GRANITE_.jpeg, NEVER TAKE YOUR KITCHEN COUNTERS FOR GRANITE ,kitchen
1686,data/kitchen/different/_I_UNDERSTAND_SWEETIES_ITS_CALLED_THE_BACKSTREET_BOYS_BLUE_.jpeg, I UNDERSTAND SWEETIES ITS CALLED THE BACKSTREET BOYS BLUE ,kitchen
1687,data/kitchen/different/ Because reaching for that top shelf snack is a workout in itself..jpeg, Because reaching for that top shelf snack is a workout in itself,kitchen
1688,"data/kitchen/different/ Spoiler it's not just the kitchen, but that’s the only place people seem to remember.jpeg"," Spoiler it's not just the kitchen, but that’s the only place people seem to remember",kitchen
1689,"data/kitchen/different/ She’s a ‘strong, independent woman,’ until the recipe calls for more than three ingredients..jpeg"," She’s a ‘strong, independent woman,’ until the recipe calls for more than three ingredients",kitchen
1690,"data/kitchen/different/ She wants to run the world, but can’t even run a microwave without screwing it up.jpeg"," She wants to run the world, but can’t even run a microwave without screwing it up",kitchen
1691,"data/kitchen/different/ Ah yes, the classic passive-aggressive tactic. If only all marital disputes could be solved with jar lids.jpeg"," Ah yes, the classic passive-aggressive tactic",kitchen
1692,"data/kitchen/different/ If women belong anywhere, it’s far away from the stove, judging by the last meal she ‘cooked.jpeg"," If women belong anywhere, it’s far away from the stove, judging by the last meal she ‘cooked",kitchen
1693,"data/kitchen/different/ Well, maybe if you spent less time staring and more time doing what you’re supposed to, something might appear. The kitchen’s not gonna magically work itself!.jpeg"," Well, maybe if you spent less time staring and more time doing what you’re supposed to, something might appear",kitchen
1694,"data/kitchen/different/ Because, of course, the quickest way to a man's heart is through his stomach, right.jpeg"," Because, of course, the quickest way to a man's heart is through his stomach, right",kitchen
1695,data/kitchen/different/ Women belong in the kitchen. But only when the man wants to claim he 'helped' with dinner.jpeg, Women belong in the kitchen,kitchen
1696,"data/kitchen/different/ Oh yeah, because nothing screams warrior like conquering... a kitchen. Truly heroic!.jpeg"," Oh yeah, because nothing screams warrior like conquering",kitchen
1697,"data/kitchen/different/ Women say they want to cook for you, but ‘cooking’ ends at boiling pasta.jpeg"," Women say they want to cook for you, but ‘cooking’ ends at boiling pasta",kitchen
1698,data/kitchen/different/ Of course! Where else would they go.jpeg, Of course! Where else would they go,kitchen
1699,data/kitchen/different/ Gourmet Who has time for that when the microwave has been your best friend since day one.jpeg, Gourmet Who has time for that when the microwave has been your best friend since day one,kitchen
1700,data/kitchen/different/ Good luck with that! Some minds were closed long before the kitchen door was ever opened..jpeg, Good luck with that! Some minds were closed long before the kitchen door was ever opened,kitchen
1701,data/kitchen/different/_When_he_thinks_no_one_would_want_a_woman_inher_s_with__kids_.jpeg, When he thinks no one would want a woman inher s with  kids ,kitchen
1702,data/kitchen/different/ Women want to change the world but can’t change a light bulb without a man.jpeg, Women want to change the world but can’t change a light bulb without a man,kitchen
1703,data/kitchen/different/ Who needs upstairs when the kitchen is clearly where you belong.jpeg, Who needs upstairs when the kitchen is clearly where you belong,kitchen
1704,"data/kitchen/different/ I can't tell if that's outdated advice or just plain ignorance. Either way, bless their heart!.jpeg", I can't tell if that's outdated advice or just plain ignorance,kitchen
1705,"data/kitchen/different/ She’s ‘too educated’ for kitchen work, but not smart enough to follow a simple recipe..jpeg"," She’s ‘too educated’ for kitchen work, but not smart enough to follow a simple recipe",kitchen
1706,data/kitchen/different/Women_in_the_army_must_be_very_harsh_then_kitchen.jpeg,Women in the army must be very harsh then kitchen,kitchen
1707,data/kitchen/different/ She says she wants to ‘spice things up’ in the kitchen. Then proceeds to add salt and pepper.jpeg, She says she wants to ‘spice things up’ in the kitchen,kitchen
1708,data/kitchen/different/ Nothing screams empowerment quite like reinforcing old stereotypes.jpeg, Nothing screams empowerment quite like reinforcing old stereotypes,kitchen
1709,data/kitchen/different/_The_taste_of_love_.jpeg, The taste of love ,kitchen
1710,"data/kitchen/different/ Careful, boys—those knives don’t discriminate..jpeg"," Careful, boys—those knives don’t discriminate",kitchen
1711,data/kitchen/different/ let’s not forget that their “real power” comes from being expected to also master the kitchen. How empowering.jpeg, let’s not forget that their “real power” comes from being expected to also master the kitchen,kitchen
1712,"data/kitchen/different/ If a woman leaves the kitchen, does anyone even notice.jpeg"," If a woman leaves the kitchen, does anyone even notice",kitchen
1713,"data/kitchen/different/ No need for originality here, just stick with the classics. They never go out of style!.jpeg"," No need for originality here, just stick with the classics",kitchen
1714,"data/kitchen/different/ Ah yes, clearly she got lost on the way to where she really belongs.jpeg"," Ah yes, clearly she got lost on the way to where she really belongs",kitchen
1715,data/kitchen/different/__s_box_office_was_supposed_to_be_ruled_women_then_cond__pandemie_happened_SF_GOD_Bitch_back_to_the_kitchen.jpeg,  s box office was supposed to be ruled women then cond  pandemie happened SF GOD Bitch back to the kitchen,kitchen
1716,"data/kitchen/different/ Women want to be ‘bosses,’ but suddenly go silent when it’s time to boss around the stove..jpeg"," Women want to be ‘bosses,’ but suddenly go silent when it’s time to boss around the stove",kitchen
1717,"data/kitchen/different/ Because clearly, only the ‘good moms’ deserve a gold star for feeding their kids.jpeg"," Because clearly, only the ‘good moms’ deserve a gold star for feeding their kids",kitchen
1718,"data/kitchen/different/ Women say they can cook, yet their idea of gourmet is adding cheese to ramen..jpeg"," Women say they can cook, yet their idea of gourmet is adding cheese to ramen",kitchen
1719,"data/kitchen/different/ A shining example of priorities, wouldn’t you say Truly inspirational Women should belong to the kitchen, but not the outside world.jpeg"," A shining example of priorities, wouldn’t you say Truly inspirational Women should belong to the kitchen, but not the outside world",kitchen
1720,data/kitchen/different/ She says ‘the future is female’—let’s hope the future isn’t dinner because that’s a mess.jpeg, She says ‘the future is female’—let’s hope the future isn’t dinner because that’s a mess,kitchen
1721,"data/kitchen/different/ She wants to be treated like a queen, but queens know how to feed their people..jpeg"," She wants to be treated like a queen, but queens know how to feed their people",kitchen
1722,"data/kitchen/different/_Most_women_enjoy_being_barefoot,_love_eating_food,_and_think_pregnancy_is_a_beautiful_thing,_so_isn't_being_barefoot,_pregnant,_and_in_the_kitchen_basically_paradise.jpeg"," Most women enjoy being barefoot, love eating food, and think pregnancy is a beautiful thing, so isn't being barefoot, pregnant, and in the kitchen basically paradise",kitchen
1723,"data/kitchen/different/_Too bad the kitchen’s still waiting for you, while the only zone guys like you will ever be in is the rejection zone. But hey, keep telling yourself you tried..jpg"," Too bad the kitchen’s still waiting for you, while the only zone guys like you will ever be in is the rejection zone",kitchen
1724,"data/kitchen/different/ I couldn’t handle the real world, so I just stayed where I’m most comfortable next to the stove.” How revolutionary.jpeg"," I couldn’t handle the real world, so I just stayed where I’m most comfortable next to the stove",kitchen
1725,"data/kitchen/different/ Getting ready is a sport, and the mess is just proof of the effort.jpeg"," Getting ready is a sport, and the mess is just proof of the effort",kitchen
1726,"data/kitchen/different/ Yeah, you should've said, Barefoot and in the kitchen, right Would’ve hit the nail on the head!.jpeg"," Yeah, you should've said, Barefoot and in the kitchen, right Would’ve hit the nail on the head!",kitchen
1727,"data/kitchen/different/ I love my husband... while cooking in the kitchen. Because apparently, love is a one-way street, with a stove at the end..jpeg", I love my husband,kitchen
1728,"data/kitchen/different/ If women belong out of the kitchen, I guess that’s why they’re so good at ordering takeout.jpeg"," If women belong out of the kitchen, I guess that’s why they’re so good at ordering takeout",kitchen
1729,"data/kitchen/different/ Step aside, amateurs! This is a one-woman  show—and the stakes are high!.jpeg"," Step aside, amateurs! This is a one-woman  show—and the stakes are high!",kitchen
1730,data/kitchen/different/ She’s ready to run the world but can’t even run the dishwasher correctly..jpeg, She’s ready to run the world but can’t even run the dishwasher correctly,kitchen
1731,data/kitchen/different/ She fights for rights but throws a tantrum when asked to take out the trash.jpeg, She fights for rights but throws a tantrum when asked to take out the trash,kitchen
1732,data/kitchen/different/  not my problem response. Just keep those kitchen disasters away from me.jpeg,  not my problem response,kitchen
1733,"data/kitchen/different/ When women turn sixteen, they choose one of four personalities Streaming Kitchen, Clothing Connoisseur, Culinary Queen, or Domestic Diva. What’s outside the kitchen We’ll never know.jpeg"," When women turn sixteen, they choose one of four personalities Streaming Kitchen, Clothing Connoisseur, Culinary Queen, or Domestic Diva",kitchen
1734,"data/kitchen/different/ She wants to ‘change the world,’ but can’t even change a lightbulb without burning dinner at the same time.jpeg"," She wants to ‘change the world,’ but can’t even change a lightbulb without burning dinner at the same time",kitchen
1735,"data/kitchen/different/ Yep, that’s what we really needed—policies to remind women they “belong” in front of a stove. Revolutionary!.jpeg"," Yep, that’s what we really needed—policies to remind women they “belong” in front of a stove",kitchen
1736,"data/kitchen/different/_Because it's much easier to drown your irrelevance in a cocktail than actually engage with something that matters, right.jpeg"," Because it's much easier to drown your irrelevance in a cocktail than actually engage with something that matters, right",kitchen
1737,"data/kitchen/different/ Because clearly, hunger knows no boundaries—or respect for sleep schedules..jpeg"," Because clearly, hunger knows no boundaries—or respect for sleep schedules",kitchen
1738,"data/kitchen/different/ Women don’t belong in the kitchen Fine, but they definitely don’t belong in front of the stove either.jpeg"," Women don’t belong in the kitchen Fine, but they definitely don’t belong in front of the stove either",kitchen
1739,"data/kitchen/different/ Because there’s no better place to plot revenge than the kitchen, conveniently stocked with sharp objects..jpeg"," Because there’s no better place to plot revenge than the kitchen, conveniently stocked with sharp objects",kitchen
1740,data/kitchen/different/ Her kitchen’s spotless—probably because it’s never been used..jpeg, Her kitchen’s spotless—probably because it’s never been used,kitchen
1741,"data/kitchen/different/ Wait, which kitchen are we talking about again The one where they're expected to cook for free or the one they’re rarely hired to run.jpg"," Wait, which kitchen are we talking about again The one where they're expected to cook for free or the one they’re rarely hired to run",kitchen
1742,data/kitchen/different/ Women talk about empowerment while they’re literally empowered to make a salad.jpeg, Women talk about empowerment while they’re literally empowered to make a salad,kitchen
1743,"data/kitchen/different/ Ah, yes. A woman’s life is just one long journey back to the kitchen—cups in hand, of course.jpeg"," Ah, yes",kitchen
1744,"data/kitchen/different/ because even in marriage, the kitchen reigns supreme—the heart of household procrastination.jpeg"," because even in marriage, the kitchen reigns supreme—the heart of household procrastination",kitchen
1745,data/kitchen/different/ She’s a powerhouse at work but a total lightweight in the kitchen..jpeg, She’s a powerhouse at work but a total lightweight in the kitchen,kitchen
1746,"data/kitchen/different/ And just like that, the trash took itself out.jpeg"," And just like that, the trash took itself out",kitchen
1747,"data/kitchen/different/ Women don’t belong in the kitchen anymore… unless dinner’s late, then it’s all their fault..jpeg"," Women don’t belong in the kitchen anymore… unless dinner’s late, then it’s all their fault",kitchen
1748,data/kitchen/different/ Every ‘modern’ woman out there claims she’s too good for the kitchen—because setting it on fire isn’t a skill..jpeg, Every ‘modern’ woman out there claims she’s too good for the kitchen—because setting it on fire isn’t a skill,kitchen
1749,data/kitchen/different/ Joins the military and still gets kitchen duty. Guess some stereotypes just never die.jpeg, Joins the military and still gets kitchen duty,kitchen
1750,"data/kitchen/different/ Thanksgiving tradition escaping the chaos of the family, but hey, someone’s still stuck in the kitchen!.jpeg"," Thanksgiving tradition escaping the chaos of the family, but hey, someone’s still stuck in the kitchen!",kitchen
1751,"data/kitchen/different/ Women want to close the gender gap, but maybe they should focus on closing the oven door properly first..jpeg"," Women want to close the gender gap, but maybe they should focus on closing the oven door properly first",kitchen
1752,"data/kitchen/different/ clearly, that’s all women can offer a shallow existence based on clichés.jpeg"," clearly, that’s all women can offer a shallow existence based on clichés",kitchen
1753,data/kitchen/different/ Fighting for their right to stay out of the kitchen..jpeg, Fighting for their right to stay out of the kitchen,kitchen
1754,data/kitchen/different/ Funny how aspirations change when danger knocks on the door.jpeg, Funny how aspirations change when danger knocks on the door,kitchen
1755,data/kitchen/different/ i am training you for your future so you dont  have to face problems.jpeg, i am training you for your future so you dont  have to face problems,kitchen
1756,"data/kitchen/different/ Me pretending to help during a group project so so I won't get told off by my teacher Classic move minimal effort, maximum credit.jpeg"," Me pretending to help during a group project so so I won't get told off by my teacher Classic move minimal effort, maximum credit",kitchen
1757,data/kitchen/different/ Maybe she’s got secret teleportation powers or Amazon on speed dial.jpeg, Maybe she’s got secret teleportation powers or Amazon on speed dial,kitchen
1758,data/kitchen/different/ Cooking is easier when it’s fueled by alcohol and sarcasm..jpeg, Cooking is easier when it’s fueled by alcohol and sarcasm,kitchen
